"源文件","行","函数","直接识别的API调用","状态/反馈调用","所属文件问题","证据边界"
"src/normalized-ui/BottleCustodyPanel.tsx","35","clearDetailDrafts","","setQuantity('')
setCode('')
setPhotos({})
setExpiry('')
setReason('')
setReturnQuantity('')
setReturnEvidence({})
setRestorageMode('new')","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/BottleCustodyPanel.tsx","36","inspect","api.getEndpoint<{data:Detail}>(`${path}/${id}`)","setSelectedRecord(id)
setDetail(null)
setDetail(result)
setQuantity(result.order.remaining_quantity)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/BottleCustodyPanel.tsx","37","refreshSaved","","setMessage(success)
setRefreshError('')
setRefreshError('办理结果已保存，最新记录暂未读到。请刷新核对，无需再次办理。')","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/BottleCustodyPanel.tsx","41","patch","","setPolicy(previous=>previous?{...previous,...value}:previous)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","377","openBusinessDayFact","","setSearchDraft(decision.query)
setFocusedBusinessDayOrderId(decision.orderId)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","392","openRefund","","setRefundDraft({ paymentId: payment.id, reason: '', amounts: {}, purpose:payment.refundableItems.some(item=>item.fundsOnly&&item.remainingRefundableMinor>0)?'price_adjustment':'return_goods' })","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","396","toggleRefundItem","","setRefundDraft((current) => { if (current === null) return current const next = { ...current.amounts } if (next[itemId] === undefined) next[itemId] = formatAmount(remainingMinor) else delete next[itemId] return { ...current, amounts: next } })","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","406","updateRefundAmount","","setRefundDraft((current) => current === null ? current : { ...current, amounts: { ...current.amounts, [itemId]: value } })","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","412","submitRefund","","setRefundDraft(null)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","430","submitCancellation","","setCancellationDraft({ ...cancellationDraft, confirmed: true })
setCancellationDraft(null)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","446","submitSettlementException","","setSettlementExceptionDraft({ ...settlementExceptionDraft, confirmed: true })
setSettlementExceptionDraft(null)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","462","submitKdsCancellation","","setKdsCancellationDraft({ ...kdsCancellationDraft, confirmed: true })
setKdsCancellationDraft(null)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","875","authorize","","setRecollectionConfirmed(true)
setRecollectionReason('')
setRecollectionConfirmed(false)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","902","createPayment","","setOnlineError(null)
setOnlineError('收款没有发起成功，请核对上方提示。')
setOnlineAction(action)
setShowScanner(false)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","920","submit","","setConfirmed(true)
setProvider(null)
setReceiptReference('')
setTerminalId('')
setCollectionNote('')
setConfirmed(false)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CashierAfterSalesWorkbench.tsx","1071","submitCollection","","setProvider(null)
setReceiptReference('')
setTerminalId('')
setCollectionNote('')
setCollectionConfirmed(false)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","315","resetPerformancePhaseEditor","","setPerformancePhaseState('idle')
setPerformancePhaseCodes([])
setSavedPerformancePhaseCodes([])
setPerformancePhaseReason('')
setPerformancePhaseBusy(false)","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","324","resetRecipeEditor","","setRecipeState('idle')
setInventoryItems([])
setRecipeVersion(null)
setRecipeYield('1')
setRecipeComponents({})
setRecipeInstructionsSnapshot({})
setRecipeCategoryFilter('')
setRecipeBusy(false)
setRecipeCost(null)","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","336","loadRecipeEditor","api.getEndpoint<{ data: unknown }>('/api/inventory')
api.getEndpoint<{ data: unknown }>(`/api/inventory/products/${productId}/recipe`)
api.getEndpoint<{ data: unknown }>(`/api/inventory/products/${productId}/recipe-cost`)","setRecipeState('loading')
setInventoryItems(items)
setRecipeVersion(recipe?.version ?? null)
setRecipeYield(recipe === null ? '1' : String(recipe.yieldQuantity))
setRecipeInstructionsSnapshot(recipe?.instructionsSnapshot ?? {})
setRecipeComponents(Object.fromEntries((recipe?.components ?? []).map((component) => { const item = itemById.get(component.inventoryItemId) if (item === undefined) throw new Error(`配方引用物料 ${component.inventoryItemId}，但当前库存列表未返回该物料；请核对停用状态和查看权限，不要删除原配方记录`) const quantity = inventoryQuantityForEmployee( component.quantity, item.categoryCode, item.baseUnit, item.packageVolumeMl, ) const expectedWasteQuantity = inventoryQuantityForEmployee( component.expectedWasteQuantity, item.categoryCode, item.baseUnit, item.packageVolumeMl, ) if (quantity === null || expectedWasteQuantity === null) { throw new Error(`“${item.name}”缺少有效的单瓶净含量，无法换算为毫升`) } retur
setRecipeCost(readRecipeCostPreview(costResponse.data, productId))
setRecipeCost(null)
setRecipeState('ready')
setRecipeState('error')
setNotice({ kind: 'error', text: error instanceof Error ? error.message : '商品库存配方读取失败' })","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","376","loadProductPerformancePhases","api.getEndpoint<{ data: unknown }>( `/api/staff/customer-experience/products/${productId}/performance-phases`, )","setPerformancePhaseState('loading')
setPerformancePhaseReason('')
setPerformancePhaseCodes(configuration.phaseCodes)
setSavedPerformancePhaseCodes(configuration.phaseCodes)
setPerformancePhaseState('ready')
setPerformancePhaseState('error')
setNotice({ kind: 'error', text: error instanceof Error ? error.message : '商品演出阶段读取失败' })","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","399","startCreate","","setDraft(emptyDraft(menuCategories))
setShowAdvanced(false)
setNotice(null)","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","407","startCreateCategory","","setCategoryDraft(emptyMenuCategoryDraft(menuCategories))
setNotice(null)","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","412","startEditCategory","","setCategoryDraft({ id: category.id, code: category.code, displayName: category.displayName, parentCode: category.parentCode ?? '', sortOrder: String(category.sortOrder), guestVisible: category.guestVisible, })
setNotice(null)","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","424","saveMenuCategory","api.postEndpoint<MenuCategory>('/api/catalog/menu-categories', payload, { idempotencyKey: operationKey('menu-category-create') })
api.patchEndpoint<MenuCategory>(`/api/catalog/menu-categories/${encodeURIComponent(categoryDraft.code)}`, payload, { idempotencyKey: operationKey('menu-category-update') })","setNotice({ kind: 'error', text: '请填写分类编号、顾客显示名称和0至100000的排序数字' })
setCategoryBusy(true)
setNotice(null)
setCategoryDraft(null)
setNotice({ kind: 'success', text: `${saved.displayName} 已保存；顾客菜单会按新层级显示` })
setNotice({ kind: 'error', text: error instanceof Error ? error.message : '菜单分类未保存' })
setCategoryBusy(false)","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CatalogManagementPanel.tsx","458","startEdit","","setDraft({ id: product.id, code: product.code, name: product.name, categoryCode: product.categoryCode, fulfillmentStation: product.fulfillmentStation, productKind: product.productKind, inventoryControlMode: product.inventoryControlMode, salesSpecificationType: readSalesSpecificationType(product.productSnapshot.salesSpecificationType), status: product.status, guestVisible: product.guestVisible, searchText: product.searchText, recommendationEnabled: product.recommendationEnabled, recommendationMinGuests: integerText(product.recommendationMinGuests, '1'), recommendationMaxGuests: integerText(product.recommendationMaxGuests, '100'), recommendatio
setShowAdvanced(false)
setNotice(null)","SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
